study,source,Inst,dbase,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_requested,hcp_variable_upload,specialty_code,requested_python
,REDCap,,hcpa,oasr_ppl61,,,,asr01,asr14_1,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl61,,"oasr_ppl61=pd.to_numeric(studydata.oasr_ppl61,errors='coerce')+1; studydata.oasr_ppl61=oasr_ppl61.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl61_des,,,,asr01,asr14_1_text,,,,,,,,oasr_ppl61_des,,
,REDCap,,hcpa,oasr_ppl67,,,,asr01,asr15_1,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl67,,"oasr_ppl67=pd.to_numeric(studydata.oasr_ppl67,errors='coerce')+1; studydata.oasr_ppl67=oasr_ppl67.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl69,,,,asr01,asr15_3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl69,,"oasr_ppl69=pd.to_numeric(studydata.oasr_ppl69,errors='coerce')+1; studydata.oasr_ppl69=oasr_ppl69.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl73,,,,asr01,asr16_1,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl73,,"oasr_ppl73=pd.to_numeric(studydata.oasr_ppl73,errors='coerce')+1; studydata.oasr_ppl73=oasr_ppl73.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl74,,,,asr01,asr16_3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl74,,"oasr_ppl74=pd.to_numeric(studydata.oasr_ppl74,errors='coerce')+1; studydata.oasr_ppl74=oasr_ppl74.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl74_des,,,,asr01,asr16_3_text,,,,,,,,oasr_ppl74_des,,
,REDCap,,hcpa,oasr_ppl75,,,,asr01,asr16_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl75,,"oasr_ppl75=pd.to_numeric(studydata.oasr_ppl75,errors='coerce')+1; studydata.oasr_ppl75=oasr_ppl75.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl75_des,,,,asr01,asr16_4_text,,,,,,,,oasr_ppl75_des,,
,REDCap,,hcpa,oasr_ppl79,,,,asr01,oasr_ppl79,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl79,,"oasr_ppl79=pd.to_numeric(studydata.oasr_ppl79,errors='coerce')+1; studydata.oasr_ppl79=oasr_ppl79.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl81,,,,asr01,asr17_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl81,,"oasr_ppl81=pd.to_numeric(studydata.oasr_ppl81,errors='coerce')+1; studydata.oasr_ppl81=oasr_ppl81.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl82,,,,asr01,asr17_5,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl82,,"oasr_ppl82=pd.to_numeric(studydata.oasr_ppl82,errors='coerce')+1; studydata.oasr_ppl82=oasr_ppl82.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl82_des,,,,asr01,asr17_5_text,,,,,,,,oasr_ppl82_des,,
,REDCap,,hcpa,oasr_ppl85,,,,asr01,asr18_2,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl85,,"oasr_ppl85=pd.to_numeric(studydata.oasr_ppl85,errors='coerce')+1; studydata.oasr_ppl85=oasr_ppl85.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl87,,,,asr01,asr18_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl87,,"oasr_ppl87=pd.to_numeric(studydata.oasr_ppl87,errors='coerce')+1; studydata.oasr_ppl87=oasr_ppl87.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl90,,,,asr01,asr19_1,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl90,,"oasr_ppl90=pd.to_numeric(studydata.oasr_ppl90,errors='coerce')+1; studydata.oasr_ppl90=oasr_ppl90.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl92,,,,asr01,asr19_3,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl92,,"oasr_ppl92=pd.to_numeric(studydata.oasr_ppl92,errors='coerce')+1; studydata.oasr_ppl92=oasr_ppl92.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl93,,,,asr01,asr19_4,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl93,,"oasr_ppl93=pd.to_numeric(studydata.oasr_ppl93,errors='coerce')+1; studydata.oasr_ppl93=oasr_ppl93.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl97,,,,asr01,asr20_2,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl97,,"oasr_ppl97=pd.to_numeric(studydata.oasr_ppl97,errors='coerce')+1; studydata.oasr_ppl97=oasr_ppl97.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl99,,,,asr01,asr20_6,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl99,,"oasr_ppl99=pd.to_numeric(studydata.oasr_ppl99,errors='coerce')+1; studydata.oasr_ppl99=oasr_ppl99.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl100,,,,asr01,asr21_1,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl100,,"oasr_ppl100=pd.to_numeric(studydata.oasr_ppl100,errors='coerce')+1; studydata.oasr_ppl100=oasr_ppl100.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl101,,,,asr01,oasr_ppl101,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl101,,"oasr_ppl101=pd.to_numeric(studydata.oasr_ppl101,errors='coerce')+1; studydata.oasr_ppl101=oasr_ppl101.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl102,,,,asr01,oasr_ppl102,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl102,,"oasr_ppl102=pd.to_numeric(studydata.oasr_ppl102,errors='coerce')+1; studydata.oasr_ppl102=oasr_ppl102.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl109,,,,asr01,oasr_ppl109,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl109,,"oasr_ppl109=pd.to_numeric(studydata.oasr_ppl109,errors='coerce')+1; studydata.oasr_ppl109=oasr_ppl109.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl110,,,,asr01,oasr_ppl110,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl110,,"oasr_ppl110=pd.to_numeric(studydata.oasr_ppl110,errors='coerce')+1; studydata.oasr_ppl110=oasr_ppl110.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl114,,,,asr01,oasr_ppl114,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl114,,"oasr_ppl114=pd.to_numeric(studydata.oasr_ppl114,errors='coerce')+1; studydata.oasr_ppl114=oasr_ppl114.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,oasr_ppl121,,,,asr01,oasr_ppl121,,,,,,,Please increment your 0::2 scale to a 1::3 scale.,oasr_ppl121,,"oasr_ppl121=pd.to_numeric(studydata.oasr_ppl121,errors='coerce')+1; studydata.oasr_ppl121=oasr_ppl121.fillna(-99).astype(int).astype(str).str.replace('-99','')"
,REDCap,,hcpa,satisfaction1,,,,scan_debrief01,satisfaction1,,,,,,,,satisfaction1,,
,REDCap,,hcpa,satisfaction1more,,,,scan_debrief01,satisfaction1more,,,,,,,,satisfaction1more,,
,REDCap,,hcpa,satisfaction2,,,,scan_debrief01,satisfaction2,,,,,,,,satisfaction2,,
,REDCap,,hcpa,satisfaction2more,,,,scan_debrief01,satisfaction2more,,,,,,,,satisfaction2more,,
,REDCap,,hcpa,satisfaction3,,,,scan_debrief01,satisfaction3,,,,,,,,satisfaction3,,
,REDCap,,hcpa,satisfaction4,,,,scan_debrief01,satisfaction4,,,,,,,,satisfaction4,,
,REDCap,,hcpa,satisfaction4more,,,,scan_debrief01,satisfaction4more,,,,,,,,satisfaction4more,,
,REDCap,,hcpa,satisfaction5,,,,scan_debrief01,satisfaction5,,,,,,,,satisfaction5,,
,REDCap,,hcpa,satisfaction6,,,,scan_debrief01,satisfaction6,,,,,,,,satisfaction6,,
,REDCap,,hcpa,satisfaction7,,,,scan_debrief01,satisfaction7,,,,,,,,satisfaction7,,
,REDCap,,hcpa,satisfaction8,,,,scan_debrief01,satisfaction8,,,,,,,,satisfaction8,,
,REDCap,,hcpa,satisfaction9,,,,scan_debrief01,satisfaction9,,,,,,,,satisfaction9,,
,REDCap,,hcpa,satisfaction10,,,,scan_debrief01,satisfaction10,,,,,,,,satisfaction10,,
,REDCap,,hcpa,satisfaction11,,,,scan_debrief01,satisfaction11,,,,,,,,satisfaction11,,
,REDCap,,hcpa,bld_draw,,,,bsc01,ed1_blood,,,,,,,,bld_draw,1,
,REDCap,,hcpa,bld_core,,,,bsc01,bld_core,,,,,,,,bld_core,1,
,REDCap,,hcpa,bld_core_grn,,,,bsc01,bld_core_grn,,,,,,,,bld_core_grn,1,
,REDCap,,hcpa,bld_core_ppl,,,,bsc01,biospc_8,,,,,,,,bld_core_ppl,1,
,REDCap,,hcpa,bld_core_fast,,,,bsc01,fasting,,,,,,,,bld_core_fast,1,
,REDCap,,hcpa,bld_core_snack,,,,bsc01,bld_core_snack,,,,,,,,bld_core_snack,1,
,REDCap,,hcpa,bld_core_snacktime,,,,bsc01,lmealtm,,,,,,,,bld_core_snacktime,1,
,REDCap,,hcpa,bld_core_spin,,,,bsc01,bld_core_spin,,,,,,,,bld_core_spin,1,
,REDCap,,hcpa,bld_core_d2ph,,,,bsc01,bld_core_d2ph,,,,,,,,bld_core_d2ph,1,
,REDCap,,hcpa,bld_core_d2pm,,,,bsc01,bld_core_d2pm,,,,,,,,bld_core_d2pm,1,
,REDCap,,hcpa,bld_core_p2fh,,,,bsc01,bld_core_p2fh,,,,,,,,bld_core_p2fh,1,
,REDCap,,hcpa,bld_core_p2fm,,,,bsc01,bld_core_p2fm,,,,,,,,bld_core_p2fm,1,
,REDCap,,hcpa,bld_rucdr,,,,bsc01,bld_rucdr,,,,,,,,bld_rucdr,1,
,REDCap,,hcpa,"bld_rucdr_grn, bld_rucdr_ylw",,,,bsc01,biospc_6,,,,,,,,,1,
,REDCap,,hcpa,bld_rucdr_ppl,,,,bsc01,biospc2_purple_tubes,,,,,,,,bld_rucdr_ppl,1,
,REDCap,,hcpa,hba1c,,,,bsc01,a1crs,,,,,,,,hba1c,1,
,REDCap,,hcpa,hscrp,,,,bsc01,laba8,,,,,,,,hscrp,1,
,REDCap,,hcpa,insulin,,,,bsc01,insomm,,,,,,,"Please append ""uU/mL"" to insulin readings.",insulin,1,"studydata['insulin_num']=pd.to_numeric(studydata.insulin,errors='coerce'); studydata.loc[(studydata.insulin!='') & (studydata.insulin_num < 99999), 'insulin_new']="" uU/mL""; studydata.loc[studydata.insulin!='','insulin2']=studydata.insulin+studydata.insulin_new; studydata.loc[studydata.insulin_num>99998,'insulin2']=studydata.insulin; studydata=studydata.drop(columns=['insulin','insulin_num','insulin_new']).rename(columns={'insulin2':'insulin'});studydata.insulin=studydata.insulin.astype(str).str.replace('nan','')"
,REDCap,,hcpa,vitamind,,,,bsc01,vitdlev,,,,,,,,,1,
,REDCap,,hcpa,albumin,,,,bsc01,ls_albumin,,,,,,,,,1,
,REDCap,,hcpa,alkphos_total,,,,bsc01,bp1_alk,,,,,,,,,1,
,REDCap,,hcpa,alt_sgpt,,,,bsc01,ls_alt,,,,,,,,,1,
,REDCap,,hcpa,ast_sgot,,,,bsc01,ls_ast,,,,,,,,,1,
,REDCap,,hcpa,calcium,,,,bsc01,ls_calcium,,,,,,,,,1,
,REDCap,,hcpa,chloride,,,,bsc01,chloride,,,,,,,,,1,
,REDCap,,hcpa,co2content,,,,bsc01,ls_co2,,,,,,,,,1,
,REDCap,,hcpa,creatinine,,,,bsc01,creatinine,,,,,,,,,1,
,REDCap,,hcpa,glucose,,,,bsc01,glucose,,,,,,,,,1,
,REDCap,,hcpa,potassium,,,,bsc01,potassium,,,,,,,,,1,
,REDCap,,hcpa,sodium,,,,bsc01,sodium,,,,,,,,,1,
,REDCap,,hcpa,totalbilirubin,,,,bsc01,ls_bilirubin,,,,,,,,,1,
,REDCap,,hcpa,totalprotein,,,,bsc01,ls_totprotein,,,,,,,,,1,
,REDCap,,hcpa,ureanitrogen,,,,bsc01,ls_ureanitrogen,,,,,,,,,1,
,REDCap,,hcpa,friedewald_ldl,,,,bsc01,friedewald_ldl,,,,,,,,,1,
,REDCap,,hcpa,hdl,,,,bsc01,laba5,,,,,,,,,1,
,REDCap,,hcpa,cholesterol,,,,bsc01,rsptc_no,,,,,,,,,1,
,REDCap,,hcpa,triglyceride,,,,bsc01,rsptrig_no,,,,,,,Please recode 99999 as -9.,,1,
,REDCap,,hcpa,ldl,,,,bsc01,laba6,,,,,,,,,1,
,REDCap,,hcpa,ldl_notes,,,,bsc01,comments,,,,,,,Please combine 'ldl_notes' and 'blood_notes' in one column using either name. Please also label which response within this column was which.,,1,
,REDCap,,hcpa,blood_notes,,,,bsc01,comments,,,,,,,Please combine 'ldl_notes' and 'blood_notes' in one column using either name. Please also label which response within this column was which.,,1,
,REDCap,,hcpa,estradiol,,,,bsc01,festrs,,,,,,,,,1,
,REDCap,,hcpa,No equivalent,,,,bsc01,estradiol_unit,,,,,,,"Please add the 'estradiol_unit' column and fill each cell with ""pg/ml"" where data exist for 'estradiol'.",,1,
,REDCap,,hcpa,testosterone,,,,bsc01,rsptest_no,,,,,,,,,1,
,REDCap,,hcpa,lh,,,,bsc01,lh,,,,,,,,,1,
,REDCap,,hcpa,No equivalent,,,,bsc01,lh_unit,,,,,,,"Please add the column 'lh_unit' and fill each cell with ""miu/ml"" where data exist for 'lh'.",,1,
,REDCap,,hcpa,fsh,,,,bsc01,fsh,,,,,,,,,1,
,REDCap,,hcpa,No equivalent,,,,bsc01,fsh_unit,,,,,,,"Please add the column 'fsh_unit' and fill each cell with ""miu/ml"" where data exist for 'fsh'.",,1,
,REDCap,,hcpa,bld_rucdr_saliva,,,,bsc01,ed1_saliva,,,,,,,,,1,
,REDCap,,hcpa,caffeine_session,,,,drugscr01,caffeine_session,,,,,,,,,1,
,REDCap,,hcpa,No equivalent - used to indicate session/day,,,,drugscr01,version_form,,,,,,,"Please have sessions' data share columns, one column for each unique question. This will require copying/pasting 'subjectkey' - 'sex' to align with the stacked data. The rows can be labeled by session/day with the 'version_form' column. If sessions are stored in separate files, then you can load them for submission together. Our Validation and Upload Tool will merge them automatically.",,1,
,REDCap,,hcpa,caffeine_s1yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s1,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s1pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s1pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s1preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s1vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s1vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s1vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s1vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s2vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s3vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s4vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s5vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6yn,,,,drugscr01,caffeine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6,,,,drugscr01,caffeine_s1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6pretype,,,,drugscr01,caffeine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6pretime,,,,drugscr01,caffeine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6preday,,,,drugscr01,caffeine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6vsttype1,,,,drugscr01,caffeine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6vsttime1,,,,drugscr01,caffeine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6vsttype2,,,,drugscr01,caffeine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,caffeine_s6vsttime2,,,,drugscr01,caffeine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_session,,,,drugscr01,nicotine_session,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s1vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s2vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s3vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s4vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s5vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6yn,,,,drugscr01,nicotine_s1yn,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6,,,,drugscr01,nicotine_s1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6pretype,,,,drugscr01,nicotine_s1pretype,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6pretime,,,,drugscr01,nicotine_s1pretime,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6preday,,,,drugscr01,nicotine_s1preday,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6vsttype1,,,,drugscr01,nicotine_s1vsttype1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6vsttime1,,,,drugscr01,nicotine_s1vsttime1,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6vsttype2,,,,drugscr01,nicotine_s1vsttype2,,,,,,,,,1,
,REDCap,,hcpa,nicotine_s6vsttime2,,,,drugscr01,nicotine_s1vsttime2,,,,,,,,,1,
,REDCap,,hcpa,alc,,,,drugscr01,alc,,,,,,,,,1,
,REDCap,,hcpa,alc_breath1,,,,drugscr01,alc_breath1,,,,,,,,,1,
,REDCap,,hcpa,alc_breath2,,,,drugscr01,alc_breath2,,,,,,,,,1,
,REDCap,,hcpa,alc_breath3,,,,drugscr01,alc_breath3,,,,,,,,,1,
