study,source,dbase,Inst,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_request,hcp_variable_upload,specialty_code,requested_python
HCPD,REDCap,hcpdparent,,upps_p4,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p5,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p6,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p7,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p8,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p9,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p10,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p11,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p12,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p13,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p14,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p15,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p16,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p17,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p18,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p19,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p20,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p21,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p22,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p23,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p24,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p25,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p26,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p27,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p28,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p29,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p30,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p31,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p32,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p33,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p34,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p35,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p36,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p37,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p38,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p39,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,upps_p40,,,,,,,,,,,,,,"5-16 year olds  parent report, >=8 year old child report",
HCPD,REDCap,hcpdparent,,dummy_var17,,,,upps01,version_form,,,,,,,"Please indicate ""Parent"" for each row using the column 'version_form'.",version_form,"5-16 year olds  parent report, >=8 year old child report",studydata['version_form']='Parent'
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_score,,,,wisc_v01,matrixreason_score,,,,,,,,matrixreason_score,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,scaled_matrix,,,,wisc_v01,scaled_matrix,,,,,,,,scaled_matrix,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,SubtestTypeDK,,,,wisc_v01,SubtestTypeDK,,,,,,,,SubtestTypeDK,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,SubtestTypeNR,,,,wisc_v01,SubtestTypeNR,,,,,,,,SubtestTypeNR,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,SubtestTypeSC,,,,wisc_v01,SubtestTypeSC,,,,,,,,SubtestTypeSC,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,SubtestTypeSV,,,,wisc_v01,SubtestTypeSV,,,,,,,,SubtestTypeSV,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrix_completion,,,,wisc_v01,matrix_completion,,,,,,,,matrix_completion,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,discontinue,,,,wisc_v01,discontinue,,,,,,,,discontinue,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,reverse,,,,wisc_v01,reverse,,,,,,,,reverse,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,pea_wiscv_item_a_rs,,,,wisc_v01,pea_wiscv_item_a_rs,,,,,,,,pea_wiscv_item_a_rs,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,pea_wiscv_item_b_rs,,,,wisc_v01,pea_wiscv_item_b_rs,,,,,,,,pea_wiscv_item_b_rs,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item1,,,,wisc_v01,matrixreason_item1,,,,,,,,matrixreason_item1,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item2,,,,wisc_v01,matrixreason_item2,,,,,,,,matrixreason_item2,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item3,,,,wisc_v01,matrixreason_item3,,,,,,,,matrixreason_item3,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item4,,,,wisc_v01,matrixreason_item4,,,,,,,,matrixreason_item4,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item5,,,,wisc_v01,matrixreason_item5,,,,,,,,matrixreason_item5,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item6,,,,wisc_v01,matrixreason_item6,,,,,,,,matrixreason_item6,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item7,,,,wisc_v01,matrixreason_item7,,,,,,,,matrixreason_item7,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item8,,,,wisc_v01,matrixreason_item8,,,,,,,,matrixreason_item8,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item9,,,,wisc_v01,matrixreason_item9,,,,,,,,matrixreason_item9,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item10,,,,wisc_v01,matrixreason_item10,,,,,,,,matrixreason_item10,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item11,,,,wisc_v01,matrixreason_item11,,,,,,,,matrixreason_item11,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item12,,,,wisc_v01,matrixreason_item12,,,,,,,,matrixreason_item12,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item13,,,,wisc_v01,matrixreason_item13,,,,,,,,matrixreason_item13,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item14,,,,wisc_v01,matrixreason_item14,,,,,,,,matrixreason_item14,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item15,,,,wisc_v01,matrixreason_item15,,,,,,,,matrixreason_item15,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item16,,,,wisc_v01,matrixreason_item16,,,,,,,,matrixreason_item16,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item17,,,,wisc_v01,matrixreason_item17,,,,,,,,matrixreason_item17,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item18,,,,wisc_v01,matrixreason_item18,,,,,,,,matrixreason_item18,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item19,,,,wisc_v01,matrixreason_item19,,,,,,,,matrixreason_item19,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item20,,,,wisc_v01,matrixreason_item20,,,,,,,,matrixreason_item20,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item21,,,,wisc_v01,matrixreason_item21,,,,,,,,matrixreason_item21,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item22,,,,wisc_v01,matrixreason_item22,,,,,,,,matrixreason_item22,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item23,,,,wisc_v01,matrixreason_item23,,,,,,,,matrixreason_item23,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item24,,,,wisc_v01,matrixreason_item24,,,,,,,,matrixreason_item24,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item25,,,,wisc_v01,matrixreason_item25,,,,,,,,matrixreason_item25,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item26,,,,wisc_v01,matrixreason_item26,,,,,,,,matrixreason_item26,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item27,,,,wisc_v01,matrixreason_item27,,,,,,,,matrixreason_item27,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item28,,,,wisc_v01,matrixreason_item28,,,,,,,,matrixreason_item28,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item29,,,,wisc_v01,matrixreason_item29,,,,,,,,matrixreason_item29,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item30,,,,wisc_v01,matrixreason_item30,,,,,,,,matrixreason_item30,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item31,,,,wisc_v01,matrixreason_item31,,,,,,,,matrixreason_item31,,
HCPD,box.wustl.edu,561127515733,Behavioral Data - Snapshots/Q/Q_WISC_Snapshot_*.csv,matrixreason_item32,,,,wisc_v01,matrixreason_item32,,,,,,,,matrixreason_item32,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,wppsi_mxr_rawscre,,,,wppsi_v01,wppsi_mxr_rawscre,,,,,,,,wppsi_mxr_rawscre,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,wppsi_mxr_scldscre,,,,wppsi_v01,wppsi_mxr_scldscre,,,,,,,,wppsi_mxr_scldscre,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,wppsi_mxr_dk,,,,wppsi_v01,wppsi_mxr_dk,,,,,,,,wppsi_mxr_dk,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,wppsi_mxr_nr,,,,wppsi_v01,wppsi_mxr_nr,,,,,,,,wppsi_mxr_nr,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,wppsi_mxr_p,,,,wppsi_v01,wppsi_mxr_p,,,,,,,,wppsi_mxr_p,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrix_completion,,,,wppsi_v01,matrix_completion,,,,,,,,matrix_completion,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,discontinue,,,,wppsi_v01,discontinue,,,,,,,,discontinue,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,reverse,,,,wppsi_v01,reverse,,,,,,,,reverse,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,pea_wiscv_item_a_rs,,,,wppsi_v01,pea_wiscv_item_a_rs,,,,,,,,pea_wiscv_item_a_rs,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,pea_wiscv_item_b_rs,,,,wppsi_v01,pea_wiscv_item_b_rs,,,,,,,,pea_wiscv_item_b_rs,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,pea_wiscv_item_c_rs,,,,wppsi_v01,pea_wiscv_item_c_rs,,,,,,,,pea_wiscv_item_c_rs,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item1,,,,wppsi_v01,matrixreason_item1,,,,,,,,matrixreason_item1,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item2,,,,wppsi_v01,matrixreason_item2,,,,,,,,matrixreason_item2,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item3,,,,wppsi_v01,matrixreason_item3,,,,,,,,matrixreason_item3,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item4,,,,wppsi_v01,matrixreason_item4,,,,,,,,matrixreason_item4,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item5,,,,wppsi_v01,matrixreason_item5,,,,,,,,matrixreason_item5,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item6,,,,wppsi_v01,matrixreason_item6,,,,,,,,matrixreason_item6,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item7,,,,wppsi_v01,matrixreason_item7,,,,,,,,matrixreason_item7,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item8,,,,wppsi_v01,matrixreason_item8,,,,,,,,matrixreason_item8,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item9,,,,wppsi_v01,matrixreason_item9,,,,,,,,matrixreason_item9,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item10,,,,wppsi_v01,matrixreason_item10,,,,,,,,matrixreason_item10,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item11,,,,wppsi_v01,matrixreason_item11,,,,,,,,matrixreason_item11,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item12,,,,wppsi_v01,matrixreason_item12,,,,,,,,matrixreason_item12,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item13,,,,wppsi_v01,matrixreason_item13,,,,,,,,matrixreason_item13,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item14,,,,wppsi_v01,matrixreason_item14,,,,,,,,matrixreason_item14,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item15,,,,wppsi_v01,matrixreason_item15,,,,,,,,matrixreason_item15,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item16,,,,wppsi_v01,matrixreason_item16,,,,,,,,matrixreason_item16,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item17,,,,wppsi_v01,matrixreason_item17,,,,,,,,matrixreason_item17,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item18,,,,wppsi_v01,matrixreason_item18,,,,,,,,matrixreason_item18,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item19,,,,wppsi_v01,matrixreason_item19,,,,,,,,matrixreason_item19,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item20,,,,wppsi_v01,matrixreason_item20,,,,,,,,matrixreason_item20,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item21,,,,wppsi_v01,matrixreason_item21,,,,,,,,matrixreason_item21,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item22,,,,wppsi_v01,matrixreason_item22,,,,,,,,matrixreason_item22,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item23,,,,wppsi_v01,matrixreason_item23,,,,,,,,matrixreason_item23,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item24,,,,wppsi_v01,matrixreason_item24,,,,,,,,matrixreason_item24,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item25,,,,wppsi_v01,matrixreason_item25,,,,,,,,matrixreason_item25,,
HCPD,box.wustl.edu,561118926466,Behavioral Data - Snapshots/Q/Q_WPPSI_Snapshot_*.csv,matrixreason_item26,,,,wppsi_v01,matrixreason_item26,,,,,,,,matrixreason_item26,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,scoring_matrixreasoning_raw,,,,wais_v01,scoring_matrixreasoning_raw,,,,,,,,scoring_matrixreasoning_raw,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,scoring_matrixreasoning_scaled,,,,wais_v01,scoring_matrixreasoning_scaled,,,,,,,,scoring_matrixreasoning_scaled,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,wais_dk,,,,wais_v01,wais_dk,,,,,,,,wais_dk,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,wais_nr,,,,wais_v01,wais_nr,,,,,,,,wais_nr,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,wais_p,,,,wais_v01,wais_p,,,,,,,,wais_p,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrix_completion,,,,wais_v01,matrix_completion,,,,,,,,matrix_completion,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,discontinue,,,,wais_v01,discontinue,,,,,,,,discontinue,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,reverse,,,,wais_v01,reverse,,,,,,,,reverse,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_a_resp,,,,wais_v01,matrixreasoning_a_resp,,,,,,,,matrixreasoning_a_resp,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_b_resp,,,,wais_v01,matrixreasoning_b_resp,,,,,,,,matrixreasoning_b_resp,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_1_score,,,,wais_v01,matrixreasoning_1_score,,,,,,,,matrixreasoning_1_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_2_score,,,,wais_v01,matrixreasoning_2_score,,,,,,,,matrixreasoning_2_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_3_score,,,,wais_v01,matrixreasoning_3_score,,,,,,,,matrixreasoning_3_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_4_score,,,,wais_v01,matrixreasoning_4_score,,,,,,,,matrixreasoning_4_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_5_score,,,,wais_v01,matrixreasoning_5_score,,,,,,,,matrixreasoning_5_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_6_score,,,,wais_v01,matrixreasoning_6_score,,,,,,,,matrixreasoning_6_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_7_score,,,,wais_v01,matrixreasoning_7_score,,,,,,,,matrixreasoning_7_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_8_score,,,,wais_v01,matrixreasoning_8_score,,,,,,,,matrixreasoning_8_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_9_score,,,,wais_v01,matrixreasoning_9_score,,,,,,,,matrixreasoning_9_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_10_score,,,,wais_v01,matrixreasoning_10_score,,,,,,,,matrixreasoning_10_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_11_score,,,,wais_v01,matrixreasoning_11_score,,,,,,,,matrixreasoning_11_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_12_score,,,,wais_v01,matrixreasoning_12_score,,,,,,,,matrixreasoning_12_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_13_score,,,,wais_v01,matrixreasoning_13_score,,,,,,,,matrixreasoning_13_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_14_score,,,,wais_v01,matrixreasoning_14_score,,,,,,,,matrixreasoning_14_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_15_score,,,,wais_v01,matrixreasoning_15_score,,,,,,,,matrixreasoning_15_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_16_score,,,,wais_v01,matrixreasoning_16_score,,,,,,,,matrixreasoning_16_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_17_score,,,,wais_v01,matrixreasoning_17_score,,,,,,,,matrixreasoning_17_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_18_score,,,,wais_v01,matrixreasoning_18_score,,,,,,,,matrixreasoning_18_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_19_score,,,,wais_v01,matrixreasoning_19_score,,,,,,,,matrixreasoning_19_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_20_score,,,,wais_v01,matrixreasoning_20_score,,,,,,,,matrixreasoning_20_score,,
HCPD,box.wustl.edu,561127456173,Behavioral Data - Snapshots/Q/Q_WAIS_Snapshot_*.csv,matrixreasoning_21_score,,,,wais_v01,matrixreasoning_21_score,,,,,,,,matrixreasoning_21_score,,
